,time,PRT_1,PRT_2,PRT_3,PRT_4,Event_A,MOL_A,Event_B,MOL_B
301,2020-04-13 13:00:00,0,0,0,0,CHECK_2,0.0,CHECK_2,0.0
302,2020-04-13 14:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
303,2020-04-13 15:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
304,2020-04-13 16:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
305,2020-04-13 17:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
306,2020-04-13 18:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
307,2020-04-13 19:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
308,2020-04-13 20:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
309,2020-04-13 21:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
310,2020-04-13 22:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
311,2020-04-13 23:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
312,2020-04-14 00:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
313,2020-04-14 01:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
314,2020-04-14 02:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
315,2020-04-14 03:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
316,2020-04-14 04:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
317,2020-04-14 05:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
318,2020-04-14 06:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
319,2020-04-14 07:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
320,2020-04-14 08:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
321,2020-04-14 09:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
322,2020-04-14 10:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
323,2020-04-14 11:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
324,2020-04-14 12:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
325,2020-04-14 13:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
326,2020-04-14 14:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
327,2020-04-14 15:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
328,2020-04-14 16:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
329,2020-04-14 17:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
330,2020-04-14 18:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
331,2020-04-14 19:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
332,2020-04-14 20:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
333,2020-04-14 21:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
334,2020-04-14 22:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
335,2020-04-14 23:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
336,2020-04-15 00:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
337,2020-04-15 01:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
338,2020-04-15 02:00:00,0,0,0,0,PROCESS,1.0,PROCESS,1.0
339,2020-04-15 03:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
340,2020-04-15 04:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
341,2020-04-15 05:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
342,2020-04-15 06:00:00,0,0,0,0,PROCESS,1.0,PROCESS,1.0
343,2020-04-15 07:00:00,0,0,0,0,PROCESS,1.0,PROCESS,1.0
344,2020-04-15 08:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
345,2020-04-15 09:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
346,2020-04-15 10:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
347,2020-04-15 11:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
348,2020-04-15 12:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
349,2020-04-15 13:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
350,2020-04-15 14:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
351,2020-04-15 15:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
352,2020-04-15 16:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
353,2020-04-15 17:00:00,0,0,0,0,PROCESS,6.0,PROCESS,6.0
354,2020-04-15 18:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
355,2020-04-15 19:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
356,2020-04-15 20:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
357,2020-04-15 21:00:00,0,0,0,0,PROCESS,3.5,PROCESS,3.5
358,2020-04-15 22:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
359,2020-04-15 23:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
360,2020-04-16 00:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
361,2020-04-16 01:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
362,2020-04-16 02:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
363,2020-04-16 03:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
364,2020-04-16 04:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
365,2020-04-16 05:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
366,2020-04-16 06:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
367,2020-04-16 07:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
368,2020-04-16 08:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
369,2020-04-16 09:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
370,2020-04-16 10:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
371,2020-04-16 11:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
372,2020-04-16 12:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
373,2020-04-16 13:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
374,2020-04-16 14:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
375,2020-04-16 15:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
376,2020-04-16 16:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
377,2020-04-16 17:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
378,2020-04-16 18:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
379,2020-04-16 19:00:00,0,0,0,0,PROCESS,0.5,PROCESS,0.5
380,2020-04-16 20:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
381,2020-04-16 21:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
382,2020-04-16 22:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
383,2020-04-16 23:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
384,2020-04-17 00:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
385,2020-04-17 01:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
386,2020-04-17 02:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
387,2020-04-17 03:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
388,2020-04-17 04:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
389,2020-04-17 05:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
390,2020-04-17 06:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
391,2020-04-17 07:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
392,2020-04-17 08:00:00,0,0,0,0,CHANGE_42,0.0,CHANGE_42,0.0
393,2020-04-17 09:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
394,2020-04-17 10:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
395,2020-04-17 11:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
396,2020-04-17 12:00:00,0,0,0,0,PROCESS,1.0,PROCESS,1.0
397,2020-04-17 13:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
398,2020-04-17 14:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
399,2020-04-17 15:00:00,0,0,0,0,PROCESS,3.5,PROCESS,3.5
400,2020-04-17 16:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
401,2020-04-17 17:00:00,0,0,0,0,PROCESS,3.5,PROCESS,3.5
402,2020-04-17 18:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
403,2020-04-17 19:00:00,0,0,0,0,PROCESS,2.0,PROCESS,2.0
404,2020-04-17 20:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
405,2020-04-17 21:00:00,0,0,0,0,STOP,0.0,STOP,0.0
406,2020-04-17 22:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
407,2020-04-17 23:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
408,2020-04-18 00:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
409,2020-04-18 01:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
410,2020-04-18 02:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
411,2020-04-18 03:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
412,2020-04-18 04:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
413,2020-04-18 05:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
414,2020-04-18 06:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
415,2020-04-18 07:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
416,2020-04-18 08:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
417,2020-04-18 09:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
418,2020-04-18 10:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
419,2020-04-18 11:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
420,2020-04-18 12:00:00,0,0,0,0,PROCESS,2.0,PROCESS,2.0
421,2020-04-18 13:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
422,2020-04-18 14:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
423,2020-04-18 15:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
424,2020-04-18 16:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
425,2020-04-18 17:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
426,2020-04-18 18:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
427,2020-04-18 19:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
428,2020-04-18 20:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
429,2020-04-18 21:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
430,2020-04-18 22:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
431,2020-04-18 23:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
432,2020-04-19 00:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
433,2020-04-19 01:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
434,2020-04-19 02:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
435,2020-04-19 03:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
436,2020-04-19 04:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
437,2020-04-19 05:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
438,2020-04-19 06:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
439,2020-04-19 07:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
440,2020-04-19 08:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
441,2020-04-19 09:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
442,2020-04-19 10:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
443,2020-04-19 11:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
444,2020-04-19 12:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
445,2020-04-19 13:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
446,2020-04-19 14:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
447,2020-04-19 15:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
448,2020-04-19 16:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
449,2020-04-19 17:00:00,0,0,0,0,CHANGE_23,0.0,CHANGE_23,0.0
450,2020-04-19 18:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
451,2020-04-19 19:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
452,2020-04-19 20:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
453,2020-04-19 21:00:00,0,0,0,0,PROCESS,2.0,PROCESS,2.0
454,2020-04-19 22:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
455,2020-04-19 23:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
456,2020-04-20 00:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
457,2020-04-20 01:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
458,2020-04-20 02:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
459,2020-04-20 03:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
460,2020-04-20 04:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
461,2020-04-20 05:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
462,2020-04-20 06:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
463,2020-04-20 07:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
464,2020-04-20 08:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
465,2020-04-20 09:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
466,2020-04-20 10:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
467,2020-04-20 11:00:00,0,0,0,0,CHANGE_32,0.0,CHANGE_32,0.0
468,2020-04-20 12:00:00,0,0,0,0,PROCESS,6.0,PROCESS,6.0
469,2020-04-20 13:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
470,2020-04-20 14:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
471,2020-04-20 15:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
472,2020-04-20 16:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
473,2020-04-20 17:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
474,2020-04-20 18:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
475,2020-04-20 19:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
476,2020-04-20 20:00:00,0,0,0,0,CHANGE_21,0.0,CHANGE_21,0.0
477,2020-04-20 21:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
478,2020-04-20 22:00:00,0,0,0,0,PROCESS,6.0,PROCESS,6.0
479,2020-04-20 23:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
480,2020-04-21 00:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
481,2020-04-21 01:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
482,2020-04-21 02:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
483,2020-04-21 03:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
484,2020-04-21 04:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
485,2020-04-21 05:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
486,2020-04-21 06:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
487,2020-04-21 07:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
488,2020-04-21 08:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
489,2020-04-21 09:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
490,2020-04-21 10:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
491,2020-04-21 11:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
492,2020-04-21 12:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
493,2020-04-21 13:00:00,0,0,0,0,CHANGE_14,0.0,CHANGE_14,0.0
494,2020-04-21 14:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
495,2020-04-21 15:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
496,2020-04-21 16:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
497,2020-04-21 17:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
498,2020-04-21 18:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
499,2020-04-21 19:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
500,2020-04-21 20:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
501,2020-04-21 21:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
502,2020-04-21 22:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
503,2020-04-21 23:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
504,2020-04-22 00:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
505,2020-04-22 01:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
506,2020-04-22 02:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
507,2020-04-22 03:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
508,2020-04-22 04:00:00,0,0,0,0,CHANGE_41,0.0,CHANGE_41,0.0
509,2020-04-22 05:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
510,2020-04-22 06:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
511,2020-04-22 07:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
512,2020-04-22 08:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
513,2020-04-22 09:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
514,2020-04-22 10:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
515,2020-04-22 11:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
516,2020-04-22 12:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
517,2020-04-22 13:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
518,2020-04-22 14:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
519,2020-04-22 15:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
520,2020-04-22 16:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
521,2020-04-22 17:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
522,2020-04-22 18:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
523,2020-04-22 19:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
524,2020-04-22 20:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
525,2020-04-22 21:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
526,2020-04-22 22:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
527,2020-04-22 23:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
528,2020-04-23 00:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
529,2020-04-23 01:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
530,2020-04-23 02:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
531,2020-04-23 03:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
532,2020-04-23 04:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
533,2020-04-23 05:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
534,2020-04-23 06:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
535,2020-04-23 07:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
536,2020-04-23 08:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
537,2020-04-23 09:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
538,2020-04-23 10:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
539,2020-04-23 11:00:00,0,0,0,0,CHECK_4,0.0,CHECK_4,0.0
540,2020-04-23 12:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
541,2020-04-23 13:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
542,2020-04-23 14:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
543,2020-04-23 15:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
544,2020-04-23 16:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
545,2020-04-23 17:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
546,2020-04-23 18:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
547,2020-04-23 19:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
548,2020-04-23 20:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
549,2020-04-23 21:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
550,2020-04-23 22:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
551,2020-04-23 23:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
552,2020-04-24 00:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
553,2020-04-24 01:00:00,0,0,0,0,CHANGE_11,0.0,CHANGE_11,0.0
554,2020-04-24 02:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
555,2020-04-24 03:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
556,2020-04-24 04:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
557,2020-04-24 05:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
558,2020-04-24 06:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
559,2020-04-24 07:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
560,2020-04-24 08:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
561,2020-04-24 09:00:00,0,0,0,0,CHANGE_12,0.0,CHANGE_12,0.0
562,2020-04-24 10:00:00,0,0,0,0,PROCESS,4.0,PROCESS,4.0
563,2020-04-24 11:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
564,2020-04-24 12:00:00,0,0,0,0,PROCESS,3.0,PROCESS,3.0
565,2020-04-24 13:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
566,2020-04-24 14:00:00,0,0,0,0,PROCESS,4.0,PROCESS,4.0
567,2020-04-24 15:00:00,0,0,0,0,PROCESS,2.5,PROCESS,2.5
568,2020-04-24 16:00:00,0,0,0,0,PROCESS,0.5,PROCESS,0.5
569,2020-04-24 17:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
570,2020-04-24 18:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
571,2020-04-24 19:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
572,2020-04-24 20:00:00,0,0,0,0,PROCESS,3.0,PROCESS,3.0
573,2020-04-24 21:00:00,0,0,0,0,PROCESS,3.0,PROCESS,3.0
574,2020-04-24 22:00:00,0,0,0,0,PROCESS,1.5,PROCESS,1.5
575,2020-04-24 23:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
576,2020-04-25 00:00:00,0,0,0,0,PROCESS,2.0,PROCESS,2.0
577,2020-04-25 01:00:00,0,0,0,0,PROCESS,3.5,PROCESS,3.5
578,2020-04-25 02:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
579,2020-04-25 03:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
580,2020-04-25 04:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
581,2020-04-25 05:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
582,2020-04-25 06:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
583,2020-04-25 07:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
584,2020-04-25 08:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
585,2020-04-25 09:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
586,2020-04-25 10:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
587,2020-04-25 11:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
588,2020-04-25 12:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
589,2020-04-25 13:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
590,2020-04-25 14:00:00,0,0,0,0,CHANGE_24,0.0,CHANGE_24,0.0
591,2020-04-25 15:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
592,2020-04-25 16:00:00,0,0,0,0,PROCESS,5.0,PROCESS,5.0
593,2020-04-25 17:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
594,2020-04-25 18:00:00,0,0,0,0,PROCESS,0.0,PROCESS,0.0
595,2020-04-25 19:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
596,2020-04-25 20:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
597,2020-04-25 21:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
598,2020-04-25 22:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
599,2020-04-25 23:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
600,2020-04-26 00:00:00,0,0,0,0,CHANGE_43,0.0,CHANGE_43,0.0
601,2020-04-26 01:00:00,0,0,0,0,PROCESS,5.5,PROCESS,5.5
602,2020-04-26 02:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
603,2020-04-26 03:00:00,0,0,0,0,PROCESS,0.5,PROCESS,0.5
604,2020-04-26 04:00:00,0,0,0,0,PROCESS,6.5,PROCESS,6.5
605,2020-04-26 05:00:00,0,0,0,0,PROCESS,4.5,PROCESS,4.5
